1420,182,
1421,188,
1424,93,
1424,485,
1427,623,
1428,25,
1430,607,
1433,1149,
1435,556,
1436,314,
1437,1151,
1441,1232,
1442,55,
1454,525,
1454,1377,
1458,798,
1460,544,
1461,93,
1465,269,
1469,380,
1472,101,
1475,220,
1475,998,
1480,790,
1488,63,
1489,905,
1500,1161,
1500,1476,
1504,1340,
1520,232,
1524,1222,
1528,823,
1528,1030,
1530,35,
1530,1053,
1534,135,
1538,1497,
1545,144,
1546,1523,
1554,60,
1555,786,
1557,282,
1565,870,
1567,1513,
1570,1422,
1571,1056,
1572,995,
1576,454,
1581,363,
1584,1151,
1586,314,
1589,663,
1590,880,
1591,1114,
1595,657,
1598,452,
1604,965,
1605,1039,
1606,951,
1621,44,
1621,213,
1629,1014,
1637,754,
1642,455,
1643,933,
1644,89,
1645,453,
1648,1215,
1648,1381,
1651,761,
1653,1623,
1654,106,
1656,1340,
1661,566,
1663,1205,
1664,1661,
1671,1658,
1675,79,
1675,1513,
1677,839,
1678,824,
1681,1577,
1691,1687,
1694,113,
1694,629,
1694,1109,
1699,1408,
1703,1223,
1704,1535,
1706,102,
1707,933,
1707,1643,
1708,1302,
1712,1143,
1717,1358,
1730,119,
1730,877,
1732,538,
1734,1445,
1738,510,
1740,835,
1743,1072,
1756,9,
1757,353,
1762,789,
1764,1437,
1764,1547,
1766,780,
1771,697,
1775,854,
1776,138,
1776,1535,
1776,1704,
1780,101,
1780,1472,
1782,1731,
1783,1471,
1785,1712,
1787,632,
1789,295,
1789,1622,
1793,1310,
1794,191,
1813,765,
1817,967,
1819,1510,
1820,175,
1823,1079,
1828,20,
1831,273,
1834,705,
1837,724,
1838,1652,
1840,1718,
1849,388,
1849,1505,
1850,1466,
1854,1039,
1855,609,
1855,1120,
1856,398,
1857,586,
1862,52,
1864,688,
1867,1866,
1869,422,
1872,753,
1876,1349,
1877,1522,
1881,83,
1881,299,
1889,309,
1889,1836,
1890,1408,
1891,97,
1891,1369,
1896,1186,
1897,1755,
1899,1852,
1906,726,
1907,365,
1908,381,
1913,19,
1914,8,
1920,650,
1925,850,
1926,605,
1927,1248,
1929,1340,
1929,1504,
1936,1415,
1953,345,
1954,121,
1958,99,
1958,926,
1959,866,
1960,122,
1965,1749,
1967,533,
1969,684,
1974,1933,
1976,775,
1980,410,
1980,423,
1982,1949,
1991,1973,
1994,437,
1994,1601,
2004,1629,
2005,1882,
2006,1749,
2023,1187,
2025,619,
2025,1320,
2026,1752,
2029,1421,
2030,1903,
2035,256,
2036,273,
2037,96,
2038,738,
2038,1245,
2040,879,
2042,196,
2046,1777,
2047,1,
2050,1981,
2052,317,
2054,1277,
2058,103,
2059,1720,
2061,641,
2063,412,
2063,843,
2064,1249,
2069,882,
2069,1565,
2070,2068,
2072,1439,
2074,1649,
2078,309,
2079,286,
2080,1727,
2082,493,
2082,1243,
2087,1714,
2089,943,
2093,671,
2094,1104,
2098,694,
2098,1785,
2102,1460,
2106,1363,
2107,1034,
2110,701,
2110,829,
2110,1048,
2112,232,
2112,1520,
2114,1489,
2119,883,
2119,1366,
2120,1268,
2125,2108,
2129,1363,
2129,1772,
2131,438,
2132,1125,
2133,364,
2133,921,
2136,1205,
2142,1422,
2147,97,
2147,1432,
2147,1570,
2147,1891,
2149,1850,
2152,713,
2156,1456,
2156,1835,
2157,1296,
2157,1452,
2160,1752,
2165,305,
2165,1520,
2165,2112,
2166,27,
2166,329,
2170,2034,
2172,1200,
2176,433,
2177,428,
2177,840,
2178,436,
2179,1067,
2181,1493,
2183,1990,
2184,45,
2186,1313,
2189,1583,
2191,1485,
2195,869,
2195,1879,
2196,1205,
2196,1660,
2196,2136,
2200,83,
2205,1888,
2210,230,
2219,688,
2219,1864,
2221,1291,
2225,270,
2227,1826,
2229,1168,
2234,1778,
2241,1619,
2242,863,
2243,2068,
2254,982,
2264,1760,
2269,728,
2269,1031,
2269,1187,
2273,1326,
2275,1438,
2275,1772,
2275,2129,
2276,2179,
2277,974,
2277,1373,
2288,1347,
2289,373,
2290,119,
2291,411,
2292,704,
2292,1835,
2297,631,
2298,2213,
2302,1544,
2303,2289,
2304,257,
2305,952,
2307,822,
2309,1166,
2311,639,
2314,2096,
2315,2096,
2316,1826,
2317,1444,
2322,1365,
2324,1090,
2325,1214,
2329,2096,
2329,2314,
2330,1935,
2335,1001,
2337,1680,
2339,1259,
2340,928,
2342,1582,
2343,367,
2343,898,
2344,74,
2346,1127,
2349,1698,
2351,1390,
2353,951,
2353,1606,
2354,2062,
2356,953,
2358,992,
2358,1171,
2369,143,
2371,2249,
2377,338,
2377,1163,
2377,1201,
2380,1162,
2381,389,
2381,1629,
2383,453,
2384,1261,
2384,2224,
2385,1628,
2386,1053,
2386,1782,
2390,1821,
2392,1516,
2394,1686,
2395,1796,
2398,1564,
2404,1104,
2404,2094,
2406,611,
2412,638,
2412,2273,
2414,2297,
2415,2333,
2417,2081,
2418,232,
2418,2104,
2419,226,
2420,1367,
2420,1494,
2424,2053,
2425,529,
2425,1491,
2427,488,
2435,1240,
2440,1372,
2441,1315,
2442,208,
2442,563,
2444,2109,
2445,1246,
2448,675,
2450,155,
2453,799,
2454,307,
2456,1050,
2458,1964,
2460,2103,
2461,553,
2463,316,
2467,1318,
2470,1313,
2471,1034,
2473,523,
2474,791,
2474,1276,
2476,1777,
2477,1087,
2478,2303,
2481,410,
2482,784,
2485,718,
2487,761,
2489,1124,
2495,1286,
2495,1760,
2498,1115,
2500,584,
2503,362,
2505,1686,
2506,1247,
2507,1750,
2508,2154,
2509,1369,
2509,2240,
2514,821,
2518,2109,
2521,1872,
2523,2443,
2524,208,
2524,563,
2526,1950,
2528,1970,
2529,2240,
2530,1834,
2532,882,
2533,1888,
2533,2205,
2535,1465,
2537,1578,
2538,34,
2538,469,
2540,108,
2541,485,
2541,2059,
2542,1751,
2544,910,
2546,87,
2547,1880,
2553,2208,
2560,543,
2560,2397,
2562,1575,
2563,1129,
2564,606,
2565,882,
2565,2532,
2568,362,
2569,1302,
2573,1382,
2574,2328,
2576,663,
2578,1688,
2581,1911,
2585,1069,
2585,2545,
2587,252,
2587,938,
2587,1368,
2591,280,
2592,1072,
2592,1743,
2593,1556,
2594,1070,
2596,1870,
2596,2552,
2598,821,
2599,2066,
2604,1393,
2606,239,
2607,853,
2609,1433,
2612,2382,
2614,2201,
2616,2190,
2618,30,
2619,1790,
2622,683,
2622,1114,
2623,552,
2625,165,
2625,1028,
2626,1557,
2627,78,
2627,690,
2627,2348,
2627,2399,
2628,363,
2629,1067,
2629,2335,
2632,342,
2634,636,
2634,875,
2634,1285,
2634,1707,
2634,2227,
2635,1963,
2637,942,
2642,487,
2645,1377,
2645,1454,
2647,737,
2647,1572,
2648,1217,
2651,257,
2651,2304,
2653,93,
2654,339,
2654,360,
2655,310,
2655,1016,
2658,59,
2659,2432,
2660,1476,
2668,1671,
2669,860,
2670,1030,
2670,1528,
2672,1181,
2676,2561,
2677,140,
2679,833,
2679,875,
2680,1905,
2683,1380,
2684,169,
2685,1797,
2686,411,
2695,670,
2700,1815,
2703,1310,
2703,1793,
2710,2441,
2712,471,
2712,2617,
2713,2489,
2718,2512,
2719,2671,
2720,1490,
2725,526,
2725,775,
2726,395,
2728,102,
2730,501,
2739,210,
2740,96,
2740,2650,
2742,1353,
2743,1116,
2745,1093,
2746,1414,
2746,1682,
2748,280,
2748,2591,
2753,1003,
2754,999,
2755,1342,
2758,2446,
2760,118,
2761,132,
2764,2336,
2768,689,
2769,2405,
2771,2141,
2771,2324,
2774,340,
2774,1794,
2777,2668,
2783,307,
2784,2208,
2785,688,
2785,781,
2786,485,
2788,2041,
2789,1106,
2791,1989,
2792,106,
2792,673,
2796,2733,
2797,417,
2798,304,
2798,929,
2799,2201,
2801,321,
2802,624,
2802,2417,
2803,611,
2803,877,
2806,662,
2811,820,
2813,2262,
2816,1883,
2817,2428,
2819,1657,
2821,690,
2824,307,
2824,2454,
2824,2783,
2825,569,
2829,1677,
2830,752,
2832,819,
2832,2391,
2835,1053,
2835,2386,
2838,1447,
2838,1796,
2838,2395,
2840,164,
2844,1331,
2845,1824,
2847,126,
2848,556,
2851,449,
2853,1045,
2856,2423,
2859,672,
2860,1571,
2860,2176,
2862,393,
2863,501,
2863,2730,
2867,2524,
2869,274,
2870,2550,
2875,520,
2877,2276,
2879,349,
2885,1503,
2887,568,
2888,945,
2888,970,
2888,2051,
2889,2134,
2893,2299,
2894,2700,
2895,1406,
2898,1779,
2901,114,
2901,973,
2903,2454,
2904,1647,
2906,2258,
2909,1779,
2910,1492,
2910,2407,
2911,1652,
2911,1838,
2914,570,
2914,2433,
2916,2518,
2917,1572,
2922,61,
2922,1749,
2922,2006,
2924,63,
2924,2282,
2927,1178,
2927,2827,
2929,1124,
2929,2489,
2931,2919,
2932,2336,
2937,1487,
2942,238,
2944,2036,
2944,2283,
2948,1451,
2951,1218,
2953,2762,
2956,223,
2962,902,
2965,1852,
2968,1142,
2968,1664,
2971,670,
2971,1572,
2971,2647,
2971,2917,
2972,1672,
2972,1948,
2974,2675,
2976,316,
2976,2463,
2978,1372,
2978,2745,
2979,180,
2979,1721,
2984,2012,
2984,2878,
2989,2510,
2990,398,
2990,2084,
2992,1666,
2992,1872,
2992,2521,
2994,209,
2995,1401,
2996,159,
2997,1025,
2998,2653,
3003,1351,
3008,1956,
3010,1243,
3012,744,
3013,2012,
3014,1860,
3016,945,
3020,2122,
3020,2276,
3024,2388,
3025,1522,
3029,1990,
3032,2038,
3034,1003,
3034,2519,
3037,545,
3037,1254,
3038,738,
3040,1575,
3040,2562,
3042,2083,
3052,1610,
3053,1438,
3054,1198,
3057,2942,
3059,321,
3062,1037,
3063,2918,
3064,389,
3064,1057,
3064,2381,
3067,2933,
3068,1688,
3078,2468,
3080,248,
3081,2975,
3084,2014,
3085,2195,
3089,317,
3089,2052,
3090,1011,
3090,2492,
3091,2011,
3094,2799,
3095,519,
3098,2323,
3099,412,
3099,3002,
3100,3022,
3101,1398,
3101,1709,
3109,2403,
3109,2438,
3113,1592,
3116,1877,
3117,2597,
3118,2895,
3120,1165,
3128,758,
3129,883,
3129,1991,
3132,2808,
3133,777,
3137,3074,
3140,1150,
3141,1791,
3142,2320,
3143,1398,
3143,3101,
3144,392,
3145,1551,
3148,1403,
3149,2135,
3149,3097,
3151,1922,
3158,1184,
3160,959,
3163,1138,
3164,126,
3164,201,
3164,1970,
3165,617,
3166,1237,
3168,1401,
3168,1806,
3170,944,
3170,2728,
3171,699,
3171,1002,
3171,1312,
3172,1066,
3178,2453,
3180,2073,
3184,1580,
3187,119,
3187,2290,
3190,1922,
3190,3151,
3191,1894,
3192,17,
3192,3054,
3196,2313,
3197,414,
3198,1992,
3199,369,
3199,1109,
3201,1499,
3202,1104,
3202,1910,
3202,2404,
3203,3032,
3204,307,
3204,1908,
3204,2783,
3209,206,
3210,2042,
3210,2153,
3210,2201,
3210,2614,
3212,661,
3213,1235,
3214,6,
3214,1252,
3216,1736,
3217,245,
3221,3131,
3224,1330,
3224,1362,
3225,1736,
3225,3216,
3226,1004,
3227,2777,
3230,1574,
3234,1823,
3234,3001,
3240,2805,
3241,878,
3245,490,
3245,2279,
3247,1738,
3248,691,
3250,2105,
3251,218,
3254,995,
3255,2223,
3257,2739,
3258,1918,
3259,3235,
3263,634,
3265,821,
3265,868,
3265,2514,
3265,2598,
3267,302,
3270,297,
3270,2733,
3270,2796,
3275,2813,
3275,3236,
3278,2782,
3280,87,
3282,309,
3282,3148,
3285,1768,
3285,1989,
3287,1640,
3289,2038,
3289,3038,
3289,3256,
3290,2613,
3292,1544,
3292,2302,
3294,862,
3296,2523,
3297,2895,
3299,770,
3301,1090,
3303,2223,
3303,3255,
3305,823,
3306,454,
3306,1576,
3308,1499,
3309,3158,
3314,2996,
3315,631,
3316,293,
3316,593,
3318,1767,
3320,173,
3320,1628,
3320,1922,
3328,2048,
3331,406,
3332,1209,
3333,263,
3334,1918,
3335,742,
3335,2322,
3337,1737,
3338,3071,
3340,2936,
3341,1618,
3342,1539,
3344,2440,
3348,3015,
3351,534,
3352,3159,
3353,1580,
3354,1460,
3354,1520,
3354,2165,
3356,2534,
3363,2821,
3366,1920,
3372,931,
3373,613,
3374,89,
3374,213,
3374,925,
3374,1032,
3374,1094,
3374,1644,
3376,2146,
3378,1930,
3379,1980,
3380,2541,
3383,2419,
3385,724,
3385,2693,
3387,1831,
3390,978,
3391,1394,
3394,2213,
3394,2298,
3398,423,
3398,1419,
3399,2513,
3401,1257,
3402,631,
3402,3315,
3408,2615,
3411,777,
3411,3133,
3417,423,
3417,2060,
3417,3398,
3420,1027,
3424,1667,
3427,1279,
3430,549,
3431,988,
3433,144,
3436,3028,
3439,829,
3440,3009,
3441,1162,
3442,487,
3442,1029,
3444,2621,
3445,2448,
3446,122,
3448,2153,
3451,620,
3453,2339,
3456,2369,
3457,3294,
3458,1416,
3460,1747,
3461,1603,
3465,1451,
3465,2034,
3465,2948,
3469,1683,
3469,2927,
3469,3103,
3469,3246,
3470,1242,
3472,2409,
3473,503,
3474,480,
3475,2254,
3476,1298,
3477,1161,
3477,1500,
3478,2595,
3478,2868,
3480,979,
3481,2669,
3483,752,
3483,2830,
3484,205,
3484,1915,
3486,497,
3486,1389,
3487,474,
3487,2627,
3488,1474,
3494,232,
3495,263,
3495,1407,
3501,2287,
3502,267,
3503,2100,
3503,3394,
3505,2767,
3506,2795,
3509,449,
3510,580,
3512,2639,
3514,2210,
3516,2603,
3516,3050,
3520,2174,
3521,2258,
3522,1053,
3522,1530,
3523,337,
3523,355,
3524,3004,
3525,1400,
3526,527,
3527,2375,
3528,2549,
3531,2042,
3531,2153,
3531,3210,
3532,2487,
3534,959,
3536,1736,
3536,3225,
3538,2092,
3543,963,
3545,2302,
3545,3292,
3548,2658,
3550,882,
3550,2532,
3552,2476,
3553,2729,
3555,1067,
3555,2179,
3556,750,
3557,694,
3557,2210,
3558,293,
3558,2048,
3558,3316,
3558,3328,
3559,2646,
3560,1127,
3565,2431,
3567,2969,
3572,2109,
3572,2518,
3572,2916,
3575,297,
3575,1184,
3575,2881,
3575,3270,
3577,180,
3577,788,
3577,2979,
3579,2002,
3581,1027,
3583,700,
3584,150,
3585,2839,
3587,525,
3587,1075,
3587,2862,
3590,3268,
3591,411,
3592,3125,
3594,2074,
3595,1107,
3597,1174,
3603,3377,
3610,2051,
3611,225,
3611,1052,
3611,2929,
3614,110,
3615,2185,
3619,2490,
3622,650,
3622,1920,
3622,1966,
3622,3472,
3623,1095,
3623,2731,
3626,3372,
3629,2329,
3631,528,
3631,3518,
3632,124,
3632,3502,
3632,3584,
3635,2294,
3637,257,
3637,2651,
3641,920,
3645,3482,
3647,1055,
3648,1823,
3648,3234,
3649,3139,
3650,373,
3650,2794,
3650,3132,
3650,3619,
3653,1594,
3656,3606,
3658,2300,
3659,6,
3660,3059,
3671,1514,
3676,382,
3676,1545,
3677,338,
3677,1201,
3677,2377,
3678,2545,
3679,1374,
3680,280,
3680,2591,
3680,2748,
3681,682,
3687,2295,
3687,3164,
3688,455,
3692,1050,
3693,1944,
3693,2602,
3694,3430,
3695,1630,
3699,3326,
3700,1595,
3703,2698,
3703,3312,
3705,2553,
3706,142,
3707,2212,
3709,2024,
3709,2975,
3710,1025,
3711,2771,
3712,3107,
3714,1439,
3715,2542,
3716,3210,
3717,2071,
3718,3549,
3719,2425,
3719,3073,
3719,3631,
3720,3315,
3720,3402,
3721,471,
3721,2712,
3723,209,
3724,2939,
3725,154,
3726,3293,
3727,1049,
3728,63,
3728,1488,
3731,1282,
3731,2332,
3734,3356,
3735,2690,
3736,693,
3736,2155,
3743,1395,
3749,302,
3751,2946,
3752,188,
3753,1559,
3755,1097,
3762,355,
3762,419,
3763,364,
3763,577,
3765,283,
3772,1802,
3773,480,
3774,795,
3776,1508,
3776,2985,
3778,3357,
3779,1202,
3780,797,
3782,468,
3790,1978,
3791,665,
3791,2676,
3792,3595,
3794,3713,
3795,2895,
3802,1916,
3804,1898,
3810,845,
3810,853,
3810,2607,
3811,60,
3812,2171,
3814,691,
3814,1274,
3816,2333,
3818,1839,
3823,1064,
3824,1701,
3825,2141,
3825,2771,
3829,2938,
3830,155,
3830,1308,
3830,2845,
3833,1747,
3835,2000,
3837,3506,
3838,431,
3844,2882,
3845,1177,
3846,3443,
3849,220,
3849,555,
3855,1259,
3855,2339,
3855,3453,
3856,2344,
3858,2002,
3859,3602,
3862,2475,
3866,400,
3866,1053,
3866,1530,
3866,1782,
3866,2386,
3866,3522,
3868,812,
3868,1101,
3869,3666,
3870,1681,
3872,876,
3872,2209,
3873,943,
3875,3206,
3876,1165,
3876,2885,
3878,2033,
3879,2698,
3880,3644,
3883,973,
3885,648,
3885,707,
3888,2800,
3888,3255,
3890,268,
3890,2617,
3890,2712,
3891,2393,
3892,1505,
3892,3242,
3894,552,
3894,2856,
3897,2923,
3899,1696,
3899,2952,
3900,341,
3902,2851,
3903,2056,
3907,611,
3907,2406,
3908,223,
3910,2158,
3917,956,
3919,2475,
3920,111,
3925,2464,
3927,1458,
3928,1667,
3929,995,
3931,1829,
3931,1928,
3932,1291,
3932,3219,
3935,2577,
3936,3331,
3941,160,
3941,3795,
3942,1146,
3943,2194,
3943,3078,
3946,1100,
3949,219,
3950,1972,
3951,1715,
3952,1149,
3952,1433,
3953,1784,
3955,2441,
3956,3365,
3961,274,
3961,664,
3962,3327,
3964,851,
3968,391,
3971,3344,
3972,191,
3972,1794,
3972,2774,
3973,1936,
3975,1935,
3976,2230,
3976,3153,
3978,250,
3979,101,
3979,395,
3979,1472,
3979,2347,
3980,2312,
3982,1643,
3982,2525,
3985,1763,
3986,59,
3987,1293,
3987,2389,
3991,867,
3991,1017,
3992,2323,
3992,3098,
3993,1927,
3994,159,
3994,2972,
3994,2996,
3997,448,
3998,3384,
3999,549,
4001,3754,
4002,3295,
4003,470,
4003,521,
4004,3728,
4008,402,
4009,3994,
4010,288,
4012,2502,
4012,3956,
4013,1321,
4014,213,
4014,1032,
4015,744,
4018,2545,
4018,2585,
4018,3678,
4020,1014,
4023,1328,
4025,988,
4029,7,
4029,418,
4030,596,
4030,3609,
4032,3001,
4032,3234,
4033,2171,
4033,3812,
4036,1029,
4037,1807,
4038,131,
4038,1380,
4041,1067,
4041,1178,
4041,2179,
4047,1792,
4048,1365,
4049,2819,
4050,754,
4050,1637,
4050,3981,
4051,1992,
4054,3215,
4055,2011,
4055,3091,
4056,259,
4056,2020,
4059,990,
4061,417,
4061,1088,
4062,248,
4062,3080,
4063,762,
4063,2162,
4065,774,
4066,789,
4066,1762,
4072,1938,
4075,4040,
4076,1053,
4076,1530,
4076,1968,
4076,2835,
4077,107,
4078,2244,
4080,2479,
4080,3473,
4081,3701,
4082,3808,
4083,3290,
4085,837,
4088,219,
4088,2252,
4093,182,
4094,3200,
4095,105,
4095,662,
4095,759,
4095,2806,
4097,1085,
4098,947,
4098,1848,
4098,3050,
4100,958,
4102,1559,
4102,3045,
4103,1841,
4103,3366,
4104,1240,
4104,1714,
4104,2806,
4105,481,
4105,761,
4108,1049,
4112,1289,
4112,1636,
4113,3071,
4113,3338,
4114,1657,
4114,4049,
4115,46,
4115,2016,
4116,1746,
4117,1031,
4117,1187,
4117,2023,
4118,1061,
4119,151,
4119,1609,
4120,1962,
4120,2230,
4121,1697,
4122,1263,
4123,3976,
4124,716,
4125,1999,
4125,3705,
4126,1934,
4127,1226,
4128,794,
4129,216,
4131,2361,
4131,3609,
4132,2144,
4133,3930,
4135,3011,
4136,1135,
4139,1314,
4143,1273,
4144,3378,
4145,2909,
4146,2930,
4148,3072,
4149,3690,
4150,928,
4151,2321,
4151,2779,
4153,84,
4153,677,
4155,1179,
4157,1292,
4158,2817,
4159,116,
4160,1725,
4161,3786,
4163,703,
4163,1506,
4166,1109,
4169,426,
4170,2056,
4170,3903,
4174,3632,
4177,777,
4177,3411,
4178,3115,
4178,3895,
4179,623,
4179,817,
4180,777,
4180,2641,
4180,4177,
4181,2732,
4183,3892,
4184,444,
4187,2989,
4188,140,
4191,196,
4192,3375,
4194,41,
4195,1265,
4196,3385,
4198,3608,
4200,507,
4200,1702,
4204,1713,
4205,1808,
4205,3363,
4208,589,
4208,2259,
4209,938,
4210,3520,
4211,1573,
4214,3122,
4216,570,
4217,533,
4217,1967,
4219,647,
4219,3612,
4221,2216,
4222,2421,
4223,2076,
4225,4024,
4227,398,
4227,1049,
4227,1492,
4227,2990,
4229,3624,
4233,4213,
4234,945,
4234,970,
4235,1843,
4237,2939,
4237,3724,
4238,2579,
4240,2407,
4240,2877,
4242,2760,
4243,3820,
4245,461,
4245,2412,
4246,3375,
4246,4192,
4247,3616,
4248,1309,
4251,3417,
4252,3963,
4253,3535,
4254,1938,
4254,4072,
4255,96,
4255,2037,
4256,3169,
4256,3917,
4257,2013,
4257,4165,
4261,181,
4261,582,
4261,2245,
4262,1054,
4263,3283,
4265,152,
4265,2111,
4268,1873,
4268,3376,
4270,1149,
4270,3237,
4270,3970,
4271,3849,
4280,3455,
4281,1593,
4282,647,
4284,2708,
4284,3574,
4285,3327,
4288,3251,
4290,3328,
4291,3319,
4292,599,
4294,4264,
4295,655,
4295,1046,
4296,999,
4296,2217,
4296,2754,
4298,1511,
4298,2020,
4303,502,
4304,1513,
4304,1675,
4305,428,
4306,1171,
4306,2358,
4308,472,
4308,1786,
4309,42,
4310,446,
4310,1164,
4310,2199,
4311,911,
4311,3110,
4312,487,
4314,1573,
4314,2228,
4314,3356,
4316,4036,
4317,826,
4318,3729,
4319,3134,
4322,614,
4322,1280,
4324,3138,
4325,1728,
4328,937,
4331,4072,
4336,2047,
4337,1154,
4338,2763,
4338,3048,
4341,630,
4342,252,
4343,286,
4344,3985,
4346,871,
4349,2428,
4349,4158,
4351,958,
4351,2089,
4352,1818,
4353,3481,
4354,133,
4356,1008,
4359,4339,
4360,1456,
4360,1947,
4363,2234,
4363,3624,
4364,3349,
4366,3842,
4367,813,
4367,3302,
4368,241,
4370,324,
4372,1458,
4372,3927,
4373,1027,
4373,3581,
4375,509,
4377,1842,
4378,2309,
4379,1131,
4380,173,
4380,1208,
4380,1628,
4380,3320,
4385,958,
4388,253,
4388,2363,
4389,2126,
4390,2260,
4391,2843,
4392,882,
4392,2532,
4392,2565,
4392,3550,
4393,3580,
4394,4253,
4395,1280,
4396,2410,
4400,834,
4403,4252,
4406,2470,
4406,4231,
4407,3641,
4408,3541,
4409,656,
4410,539,
4411,1408,
4417,2906,
4417,3296,
4419,1457,
4419,1481,
4421,2669,
4421,3481,
4425,476,
4425,760,
4425,2181,
4426,4420,
4427,1012,
4428,864,
4428,2528,
4430,957,
4431,2868,
4431,3354,
4432,2672,
4433,2423,
4435,2964,
4435,3063,
4437,2744,
4437,3460,
4438,732,
4438,4064,
4439,354,
4440,3177,
4441,4213,
4441,4233,
4443,2178,
4443,3039,
4444,606,
4445,1111,
4447,948,
4447,3807,
4448,534,
4448,3351,
4450,3457,
4451,1225,
4454,2498,
4455,3741,
4456,1402,
4458,1330,
4458,3224,
4459,2286,
4459,2507,
4460,92,
4461,2295,
4463,1216,
4464,3685,
4465,3612,
4467,2211,
4468,3231,
4472,1893,
4474,2795,
4475,2329,
4475,3629,
4478,3895,
4478,4178,
4479,1089,
4481,3376,
4483,3,
4483,3213,
4484,3644,
4485,4086,
4486,2007,
4487,1166,
4489,3077,
4491,127,
4493,2097,
4494,848,
4494,1216,
4495,761,
4495,2487,
4495,3532,
4496,1710,
4500,665,
4501,1413,
4502,1400,
4505,3601,
4506,3307,
4508,1219,
4508,2378,
4511,3098,
4515,226,
4515,1156,
4516,878,
4518,1577,
4519,3302,
4519,4383,
4521,108,
4521,3029,
4521,3104,
4525,997,
4526,1255,
4527,898,
4528,1878,
4528,2564,
4529,1,
4529,310,
4529,2861,
4530,224,
4530,2544,
4533,584,
4533,2749,
4534,1234,
4538,1275,
4538,3151,
4539,3060,
4539,3662,
4540,792,
4540,4350,
4541,4123,
4542,3955,
4543,2857,
4545,1330,
4545,1388,
4545,3224,
4546,4307,
4547,1860,
4549,2364,
4549,4031,
4550,1585,
4552,4272,
4553,2706,
4556,2650,
4557,1431,
4557,1672,
4558,222,
4560,782,
4560,1375,
4562,151,
4563,2515,
4566,1335,
4566,3588,
4567,2051,
4567,2888,
4568,1841,
4568,3366,
4568,4103,
4571,3231,
4571,4468,
4572,772,
4573,1024,
4576,3955,
4576,4542,
4577,319,
4577,1484,
4578,3231,
4578,4468,
4583,2339,
4584,288,
4584,4010,
4586,2938,
4586,3836,
4587,792,
4588,3804,
4589,2778,
4590,1070,
4593,2985,
4595,3279,
4598,3969,
4599,1101,
4600,3401,
4601,380,
4601,1469,
4601,4383,
4602,166,
4602,1845,
4602,2527,
4603,2293,
4607,2403,
4608,3405,
4609,914,
4610,798,
4612,2116,
4614,2528,
4616,1942,
4617,1507,
4618,1001,
4620,880,
4621,793,
4623,2154,
4625,994,
4627,2708,
4627,3727,
4629,1487,
4630,674,
4630,4100,
4633,700,
4638,823,
4639,1128,
4639,4086,
4640,4300,
4645,312,
4648,3779,
4650,580,
4652,4572,
4653,2652,
4655,702,
4655,2374,
