1.461768,1.975358,-2.013695,-0.482050,
2.273019,-0.798189,2.698791,-0.055280,
1.727039,-0.418006,-0.344649,-0.280641,
0.507094,1.300557,1.589414,0.780584,
2.411354,-1.502571,-1.447228,1.015420,
0.735245,2.535591,-2.703533,1.453107,
0.588893,0.591184,-0.742478,-1.880474,
1.520052,-1.034220,-0.564870,0.470231,
0.822390,0.266025,1.338148,-1.139637,
2.178187,-0.577541,1.566988,0.771962,
1.682395,0.973834,-2.041066,0.427712,
2.782081,-2.431993,0.469266,-0.239567,
2.746640,-0.825322,0.989560,0.707573,
1.840794,1.687827,-0.630341,-1.421463,
0.833617,1.308015,0.515514,1.214357,
0.762981,-1.967994,1.726714,-0.239093,
1.203516,-1.948292,0.239663,1.212181,
1.476569,-0.089498,0.988737,-2.073213,
1.241276,0.022250,-0.446733,-1.227665,
2.560084,-0.075063,-0.427009,0.034939,
2.010388,0.877929,1.277170,-1.809118,
0.803966,0.277392,-1.346189,1.505290,
2.213425,-0.841430,1.609003,-0.445411,
1.040980,1.566967,-0.753507,-2.700348,
1.390166,-1.320695,2.393709,-0.621001,
1.066668,-2.237927,1.957905,1.477928,
2.989294,-0.044869,-0.121722,-0.036097,
2.780780,-0.632575,2.063930,-0.859363,
0.275789,-0.429397,2.120244,-1.127168,
-0.131039,1.026890,1.257889,-1.529286,
1.443338,-0.039859,-1.308891,2.137976,
1.270721,2.752489,-1.015403,-2.043371,
2.930943,-0.545054,-0.022564,-2.471070,
2.096285,-0.249481,1.552807,-2.372263,
1.575330,-0.821656,-0.257501,-2.257171,
3.262718,-2.250718,1.006803,-0.915751,
0.944927,-0.214606,-1.635005,2.355407,
3.091250,-1.972926,1.673790,-0.280523,
1.289571,0.411062,0.811297,2.632236,
1.299394,-1.139728,0.977989,-0.289522,
1.829783,0.245955,-0.611159,-0.459606,
1.193716,0.506467,-2.214170,1.458517,
1.219950,2.626169,-2.116952,-0.200745,
2.477702,-0.929252,0.548607,1.526294,
1.677443,-1.763832,1.318954,1.162644,
2.351318,-1.740266,-0.400611,2.592868,
2.945161,-1.229054,-0.012230,0.845713,
1.368446,0.141717,-0.907474,1.183547,
2.177944,0.312398,-0.546109,-1.169512,
1.769078,-1.154268,1.678463,2.207751,
1.357656,2.468909,-0.238608,-2.178855,
1.503464,0.667147,2.045926,0.032406,
1.320348,2.100420,-1.109524,-1.568009,
0.333895,1.656702,0.112922,2.571431,
1.148731,2.701746,-1.816346,1.888490,
2.264476,-0.033559,0.967270,-0.088073,
-0.051378,2.212434,0.063624,2.796467,
1.808200,-1.344449,1.940482,-2.212419,
1.480284,-1.485920,-0.401289,2.229516,
2.205496,-1.502328,-0.106730,-0.654647,
1.474180,-0.262825,-1.306075,0.610330,
1.260666,0.077988,1.537311,-2.304565,
-0.040404,0.860405,0.202938,0.494084,
1.442839,1.062999,-1.599634,0.439906,
2.606240,-1.276868,0.415931,2.429744,
0.184906,-0.236773,1.660175,0.462334,
1.774112,-2.106251,1.740162,-1.264812,
1.687855,1.481155,-1.736799,-0.686956,
2.506498,1.672818,-1.086368,-1.808575,
2.314869,-0.128273,1.459794,-1.058455,
3.116667,-0.755091,0.466521,2.635286,
2.531733,-2.590099,1.889975,1.471388,
2.186272,-1.993329,-1.650599,1.520504,
2.819858,-1.035472,-2.779628,2.249262,
3.014796,-1.637219,0.122728,-2.315227,
0.201462,1.893476,-0.744762,2.122885,
0.966180,0.473872,2.787062,-1.581385,
1.805388,-1.065731,0.327192,-0.051135,
0.138642,1.612261,0.145862,0.384599,
0.545880,0.863004,-0.861075,-0.014184,
0.712866,1.089889,-1.653747,-1.923276,
0.177706,2.386555,-0.114658,1.776823,
0.257135,0.484857,0.928703,-2.424278,
2.692969,-2.682827,0.740604,2.260665,
1.469757,1.263591,0.516264,-1.320138,
