0.337032,2.191452,-1.611426,-0.557779,
3.000877,-1.167704,-0.538628,-2.282710,
2.296966,-2.779632,1.967864,0.024912,
0.105979,2.426545,-0.614239,-1.711540,
1.668242,-2.498648,2.107301,0.850936,
2.119617,1.372703,-0.878188,0.174990,
0.956383,0.909911,0.148336,1.377692,
1.492204,2.068342,-0.145745,2.308696,
0.989781,2.216376,-2.271348,2.200058,
1.199705,0.319125,0.655204,2.677224,
3.121741,-1.747778,0.343122,2.422131,
2.151219,-1.692086,0.061499,2.069210,
2.532127,-2.557646,1.390696,1.409607,
2.335100,1.452735,-0.944581,0.488378,
2.040096,-1.284627,2.736510,0.177922,
0.871216,0.335881,0.712656,-2.638232,
0.720562,-0.033991,-1.813947,0.479721,
1.975743,-1.780933,2.338918,-0.529325,
1.339503,-1.040077,2.197703,-0.322298,
0.559427,0.726911,2.100155,-0.285048,
0.698957,2.508148,0.234061,-2.259022,
3.216715,-0.696964,0.651842,-0.574365,
1.570033,0.181096,-1.086188,-0.376490,
1.649387,-1.592273,2.470455,-2.631457,
1.902617,-0.346137,1.531694,0.740402,
0.907829,1.960720,-0.890979,1.810097,
0.966386,-2.241822,-1.702337,-1.503227,
1.320951,-0.228241,-1.913077,1.526750,
1.888377,-0.119447,-2.702457,-0.237196,
0.991909,-0.440969,-2.037833,1.052855,
1.125850,1.145364,-2.039690,2.363208,
1.918159,0.499393,1.817861,-0.099099,
2.167495,0.551256,-0.194809,-1.743200,
3.111309,-1.508336,-0.403988,0.300791,
1.744646,1.751135,-0.955967,1.172457,
0.265106,1.695693,-1.083761,-0.142588,
1.901464,0.203289,0.014837,2.289846,
3.230970,-1.405471,-0.058608,-1.607748,
2.204105,-2.047157,2.123124,1.531427,
1.225799,0.307429,-1.485111,-1.166312,
1.589271,-1.784998,2.650255,-0.440002,
1.619134,1.291568,-0.615987,0.186681,
0.025863,0.107677,-0.315294,0.230151,
0.324812,-0.422993,1.692146,-1.536444,
2.751128,0.464668,-1.978876,0.250971,
1.764570,1.410777,-0.612009,0.009566,
2.431628,1.140985,-1.468788,1.216170,
1.897011,0.579746,0.308874,1.202299,
1.375067,-1.174313,1.097174,0.715096,
2.167634,1.166390,-2.681035,-0.281537,
1.714124,-0.283295,-0.115288,-2.395039,
0.859626,0.632683,-0.825948,0.231268,
0.101998,2.013498,-1.833419,2.266495,
0.711893,1.173409,1.070064,0.974623,
0.888739,1.938198,-1.380464,1.380166,
1.019497,-0.223455,0.819369,0.943519,
1.149461,-0.616821,2.432769,0.667248,
1.540590,-0.795511,1.389974,1.995348,
3.114522,-0.907659,1.572322,-2.645304,
3.210993,-1.134150,-1.183214,0.950161,
0.088622,-0.076023,0.344278,-0.702753,
2.074823,1.290753,1.681845,2.258622,
2.497007,-0.711990,-0.617786,-2.391490,
2.440414,1.232928,-0.811191,-0.987732,
0.927582,0.622846,0.393422,-2.761248,
1.986866,0.106959,2.147365,-1.453887,
2.090180,-0.544299,0.194472,1.690088,
1.302432,-0.553524,-0.286050,2.423845,
1.216457,-0.863439,0.728136,-2.069212,
1.627653,0.852285,-2.513632,-1.469904,
2.631761,-2.044898,0.687407,-0.339802,
2.994632,-0.033721,-1.751043,-1.973405,
0.132766,1.877052,1.244175,-1.045980,
3.123064,-1.482567,0.377982,0.249520,
2.155817,1.937901,-1.837386,1.693944,
2.399752,0.256700,-2.524631,1.585701,
0.203727,0.327360,2.051640,-2.556703,
1.269883,-1.132054,1.996420,-1.971402,
1.003238,1.324216,-1.009186,0.959529,
0.447537,2.409011,-0.619479,-1.190919,
1.748810,0.010103,-0.698120,-1.012003,
0.977026,0.512496,-2.239449,1.536016,
1.246255,0.959498,2.284861,0.125341,
1.957892,2.552377,-1.810250,0.120462,
2.287148,-2.264375,-1.062829,2.745779,
0.826376,0.438115,1.020080,2.223901,
2.193435,-2.353228,1.826495,-1.538257,
2.212319,0.615405,-0.772646,0.518638,
2.279653,-2.030545,-0.358157,-1.012480,
1.773840,-0.842632,1.620897,-2.575937,
2.528048,-0.498500,-0.332823,1.033254,
2.482338,-2.112625,2.151290,0.939151,
2.663248,-1.712558,0.530673,0.767875,
0.983902,2.657030,-0.559943,-0.426817,
1.979140,-1.861452,-1.463460,1.785689,
1.377657,0.500619,-1.310524,-1.852509,
1.467205,2.247404,-0.757784,0.537454,
2.065580,0.807388,1.895676,-1.388179,
3.196554,-2.401719,-0.738973,2.779051,
2.157704,0.185615,1.254181,-0.022543,
2.853857,-1.898864,-0.019112,0.884755,
2.070965,1.999336,-1.831819,0.345795,
1.867552,-1.213345,-0.814919,1.070964,
1.656932,0.140756,-1.505388,-0.396320,
1.354739,0.097203,2.507763,-1.259561,
1.055061,-0.682263,-1.718202,2.678163,
2.064975,-2.190745,0.691943,0.168127,
2.373252,-1.591170,-0.289261,0.362349,
1.634827,2.193010,-1.556413,1.194404,
0.318664,2.231754,-0.963331,-1.878433,
2.575426,0.299263,-0.764154,-2.414320,
1.816375,-0.384472,2.475055,-1.686051,
0.038557,2.699889,-0.224384,1.001432,
1.681130,-1.766569,1.696780,1.388883,
2.636202,-1.081600,1.353519,0.384166,
1.186950,1.784461,0.957522,2.738310,
1.070557,-2.358571,1.308408,0.554677,
1.332889,-2.110346,0.656593,0.107983,
1.860872,-1.953024,2.222548,0.297535,
2.776387,-0.129535,-2.645149,1.850475,
2.877411,-2.663556,0.380331,-2.708069,
2.814127,-2.023028,2.232146,-2.065852,
1.284544,1.980697,0.114927,0.800550,
0.143703,2.086916,-0.838106,1.161729,
1.684823,0.076993,2.561516,0.660755,
2.230749,-1.970684,0.993009,2.519532,
1.320594,1.147902,-2.038348,0.995630,
2.990361,0.441714,-2.038026,2.396512,
1.297498,1.255196,-2.142032,-0.929904,
-0.084997,0.650779,1.761002,0.127158,
0.740030,0.195081,-1.880562,2.345929,
3.164361,-1.580090,-1.995861,1.283797,
-0.095054,2.579129,-1.482328,1.540378,
1.844826,-0.893515,-2.297722,-0.547255,
1.260694,-0.777827,2.270401,0.193176,
1.720215,-0.575717,2.597656,-0.786385,
0.879651,2.754711,-1.277588,-1.454776,
1.259416,0.927653,0.788634,2.448400,
1.147414,-0.607569,2.140394,0.531376,
1.216778,-0.685701,-1.649165,0.273577,
1.228090,1.942286,-2.466793,0.764907,
3.120192,-0.185090,-0.638946,1.801929,
0.215864,2.183027,-0.213459,2.017541,
